x-coordinate,y-coordinate,Similarity_score
tikasimilarity/40.csv,tikasimilarity/41.csv,0.8333333333333334
tikasimilarity/40.csv,tikasimilarity/7.csv,1.0
tikasimilarity/40.csv,tikasimilarity/43.csv,1.0
tikasimilarity/40.csv,tikasimilarity/5.csv,0.8333333333333334
tikasimilarity/40.csv,tikasimilarity/4.csv,1.0
tikasimilarity/40.csv,tikasimilarity/42.csv,0.8222222222222222
tikasimilarity/40.csv,tikasimilarity/46.csv,0.8222222222222222
tikasimilarity/40.csv,tikasimilarity/1.csv,1.0
tikasimilarity/40.csv,tikasimilarity/47.csv,1.0
tikasimilarity/40.csv,tikasimilarity/3.csv,0.8333333333333334
tikasimilarity/40.csv,tikasimilarity/45.csv,0.8222222222222222
tikasimilarity/40.csv,tikasimilarity/44.csv,0.8222222222222222
tikasimilarity/40.csv,tikasimilarity/50.csv,1.0
tikasimilarity/40.csv,tikasimilarity/2.csv,0.8222222222222222
tikasimilarity/40.csv,tikasimilarity/37.csv,1.0
tikasimilarity/40.csv,tikasimilarity/23.csv,1.0
tikasimilarity/40.csv,tikasimilarity/22.csv,1.0
tikasimilarity/40.csv,tikasimilarity/36.csv,0.8222222222222222
tikasimilarity/40.csv,tikasimilarity/20.csv,1.0
tikasimilarity/40.csv,tikasimilarity/34.csv,1.0
tikasimilarity/40.csv,tikasimilarity/35.csv,1.0
tikasimilarity/40.csv,tikasimilarity/21.csv,1.0
tikasimilarity/40.csv,tikasimilarity/25.csv,1.0
tikasimilarity/40.csv,tikasimilarity/31.csv,1.0
tikasimilarity/40.csv,tikasimilarity/19.csv,0.8222222222222222
tikasimilarity/40.csv,tikasimilarity/18.csv,0.8333333333333334
tikasimilarity/40.csv,tikasimilarity/30.csv,1.0
tikasimilarity/40.csv,tikasimilarity/24.csv,1.0
tikasimilarity/40.csv,tikasimilarity/32.csv,1.0
tikasimilarity/40.csv,tikasimilarity/26.csv,0.8333333333333334
tikasimilarity/40.csv,tikasimilarity/27.csv,0.8333333333333334
tikasimilarity/40.csv,tikasimilarity/33.csv,0.8333333333333334
tikasimilarity/40.csv,tikasimilarity/16.csv,1.0
tikasimilarity/40.csv,tikasimilarity/17.csv,1.0
tikasimilarity/40.csv,tikasimilarity/29.csv,1.0
tikasimilarity/40.csv,tikasimilarity/15.csv,0.8333333333333334
tikasimilarity/40.csv,tikasimilarity/14.csv,0.8333333333333334
tikasimilarity/40.csv,tikasimilarity/28.csv,0.8333333333333334
tikasimilarity/40.csv,tikasimilarity/10.csv,1.0
tikasimilarity/40.csv,tikasimilarity/38.csv,1.0
tikasimilarity/40.csv,tikasimilarity/39.csv,0.8333333333333334
tikasimilarity/40.csv,tikasimilarity/11.csv,1.0
tikasimilarity/40.csv,tikasimilarity/13.csv,0.8333333333333334
tikasimilarity/40.csv,tikasimilarity/12.csv,0.8333333333333334
tikasimilarity/40.csv,tikasimilarity/49.csv,1.0
tikasimilarity/40.csv,tikasimilarity/48.csv,1.0
tikasimilarity/40.csv,tikasimilarity/9.csv,0.8333333333333334
tikasimilarity/40.csv,tikasimilarity/8.csv,1.0
tikasimilarity/41.csv,tikasimilarity/7.csv,1.0
tikasimilarity/41.csv,tikasimilarity/43.csv,0.8333333333333334
tikasimilarity/41.csv,tikasimilarity/5.csv,1.0
tikasimilarity/41.csv,tikasimilarity/4.csv,1.0
tikasimilarity/41.csv,tikasimilarity/42.csv,0.8222222222222222
tikasimilarity/41.csv,tikasimilarity/46.csv,0.8222222222222222
tikasimilarity/41.csv,tikasimilarity/1.csv,0.8333333333333334
tikasimilarity/41.csv,tikasimilarity/47.csv,0.8333333333333334
tikasimilarity/41.csv,tikasimilarity/3.csv,0.8333333333333334
tikasimilarity/41.csv,tikasimilarity/45.csv,0.8222222222222222
tikasimilarity/41.csv,tikasimilarity/44.csv,0.6555555555555557
tikasimilarity/41.csv,tikasimilarity/50.csv,1.0
tikasimilarity/41.csv,tikasimilarity/2.csv,0.6555555555555557
tikasimilarity/41.csv,tikasimilarity/37.csv,0.8333333333333334
tikasimilarity/41.csv,tikasimilarity/23.csv,0.8333333333333334
tikasimilarity/41.csv,tikasimilarity/22.csv,1.0
tikasimilarity/41.csv,tikasimilarity/36.csv,0.6555555555555557
tikasimilarity/41.csv,tikasimilarity/20.csv,0.8333333333333334
tikasimilarity/41.csv,tikasimilarity/34.csv,0.8333333333333334
tikasimilarity/41.csv,tikasimilarity/35.csv,1.0
tikasimilarity/41.csv,tikasimilarity/21.csv,0.8333333333333334
tikasimilarity/41.csv,tikasimilarity/25.csv,0.8333333333333334
tikasimilarity/41.csv,tikasimilarity/31.csv,1.0
tikasimilarity/41.csv,tikasimilarity/19.csv,0.6555555555555557
tikasimilarity/41.csv,tikasimilarity/18.csv,0.8333333333333334
tikasimilarity/41.csv,tikasimilarity/30.csv,1.0
tikasimilarity/41.csv,tikasimilarity/24.csv,0.8333333333333334
tikasimilarity/41.csv,tikasimilarity/32.csv,0.8333333333333334
tikasimilarity/41.csv,tikasimilarity/26.csv,1.0
tikasimilarity/41.csv,tikasimilarity/27.csv,0.8333333333333334
tikasimilarity/41.csv,tikasimilarity/33.csv,1.0
tikasimilarity/41.csv,tikasimilarity/16.csv,0.8333333333333334
tikasimilarity/41.csv,tikasimilarity/17.csv,0.8333333333333334
tikasimilarity/41.csv,tikasimilarity/29.csv,1.0
tikasimilarity/41.csv,tikasimilarity/15.csv,1.0
tikasimilarity/41.csv,tikasimilarity/14.csv,0.8333333333333334
tikasimilarity/41.csv,tikasimilarity/28.csv,0.8333333333333334
tikasimilarity/41.csv,tikasimilarity/10.csv,0.8333333333333334
tikasimilarity/41.csv,tikasimilarity/38.csv,0.8333333333333334
tikasimilarity/41.csv,tikasimilarity/39.csv,1.0
tikasimilarity/41.csv,tikasimilarity/11.csv,1.0
tikasimilarity/41.csv,tikasimilarity/13.csv,0.8333333333333334
tikasimilarity/41.csv,tikasimilarity/12.csv,1.0
tikasimilarity/41.csv,tikasimilarity/49.csv,0.8333333333333334
tikasimilarity/41.csv,tikasimilarity/48.csv,1.0
tikasimilarity/41.csv,tikasimilarity/9.csv,0.8333333333333334
tikasimilarity/41.csv,tikasimilarity/8.csv,1.0
tikasimilarity/7.csv,tikasimilarity/43.csv,1.0
tikasimilarity/7.csv,tikasimilarity/5.csv,0.8333333333333334
tikasimilarity/7.csv,tikasimilarity/4.csv,1.0
tikasimilarity/7.csv,tikasimilarity/42.csv,0.8222222222222222
tikasimilarity/7.csv,tikasimilarity/46.csv,0.8222222222222222
tikasimilarity/7.csv,tikasimilarity/1.csv,1.0
tikasimilarity/7.csv,tikasimilarity/47.csv,1.0
tikasimilarity/7.csv,tikasimilarity/3.csv,1.0
tikasimilarity/7.csv,tikasimilarity/45.csv,0.6555555555555557
tikasimilarity/7.csv,tikasimilarity/44.csv,0.8222222222222222
tikasimilarity/7.csv,tikasimilarity/50.csv,0.8333333333333334
tikasimilarity/7.csv,tikasimilarity/2.csv,0.8222222222222222
tikasimilarity/7.csv,tikasimilarity/37.csv,1.0
tikasimilarity/7.csv,tikasimilarity/23.csv,1.0
tikasimilarity/7.csv,tikasimilarity/22.csv,0.8333333333333334
tikasimilarity/7.csv,tikasimilarity/36.csv,0.8222222222222222
tikasimilarity/7.csv,tikasimilarity/20.csv,1.0
tikasimilarity/7.csv,tikasimilarity/34.csv,1.0
tikasimilarity/7.csv,tikasimilarity/35.csv,0.8333333333333334
tikasimilarity/7.csv,tikasimilarity/21.csv,1.0
tikasimilarity/7.csv,tikasimilarity/25.csv,1.0
tikasimilarity/7.csv,tikasimilarity/31.csv,1.0
tikasimilarity/7.csv,tikasimilarity/19.csv,0.8222222222222222
tikasimilarity/7.csv,tikasimilarity/18.csv,1.0
tikasimilarity/7.csv,tikasimilarity/30.csv,0.8333333333333334
tikasimilarity/7.csv,tikasimilarity/24.csv,1.0
tikasimilarity/7.csv,tikasimilarity/32.csv,0.8333333333333334
tikasimilarity/7.csv,tikasimilarity/26.csv,1.0
tikasimilarity/7.csv,tikasimilarity/27.csv,0.8333333333333334
tikasimilarity/7.csv,tikasimilarity/33.csv,1.0
tikasimilarity/7.csv,tikasimilarity/16.csv,0.8333333333333334
tikasimilarity/7.csv,tikasimilarity/17.csv,1.0
tikasimilarity/7.csv,tikasimilarity/29.csv,1.0
tikasimilarity/7.csv,tikasimilarity/15.csv,1.0
tikasimilarity/7.csv,tikasimilarity/14.csv,1.0
tikasimilarity/7.csv,tikasimilarity/28.csv,1.0
tikasimilarity/7.csv,tikasimilarity/10.csv,0.8333333333333334
tikasimilarity/7.csv,tikasimilarity/38.csv,1.0
tikasimilarity/7.csv,tikasimilarity/39.csv,0.8333333333333334
tikasimilarity/7.csv,tikasimilarity/11.csv,0.8333333333333334
tikasimilarity/7.csv,tikasimilarity/13.csv,1.0
tikasimilarity/7.csv,tikasimilarity/12.csv,0.8333333333333334
tikasimilarity/7.csv,tikasimilarity/49.csv,0.8333333333333334
tikasimilarity/7.csv,tikasimilarity/48.csv,1.0
tikasimilarity/7.csv,tikasimilarity/9.csv,1.0
tikasimilarity/7.csv,tikasimilarity/8.csv,1.0
tikasimilarity/43.csv,tikasimilarity/5.csv,1.0
tikasimilarity/43.csv,tikasimilarity/4.csv,0.8333333333333334
tikasimilarity/43.csv,tikasimilarity/42.csv,0.8222222222222222
tikasimilarity/43.csv,tikasimilarity/46.csv,0.8222222222222222
tikasimilarity/43.csv,tikasimilarity/1.csv,0.8333333333333334
tikasimilarity/43.csv,tikasimilarity/47.csv,0.8333333333333334
tikasimilarity/43.csv,tikasimilarity/3.csv,1.0
tikasimilarity/43.csv,tikasimilarity/45.csv,0.8222222222222222
tikasimilarity/43.csv,tikasimilarity/44.csv,0.8222222222222222
tikasimilarity/43.csv,tikasimilarity/50.csv,0.8333333333333334
tikasimilarity/43.csv,tikasimilarity/2.csv,0.8222222222222222
tikasimilarity/43.csv,tikasimilarity/37.csv,0.8333333333333334
tikasimilarity/43.csv,tikasimilarity/23.csv,0.8333333333333334
tikasimilarity/43.csv,tikasimilarity/22.csv,0.8333333333333334
tikasimilarity/43.csv,tikasimilarity/36.csv,0.6555555555555557
tikasimilarity/43.csv,tikasimilarity/20.csv,0.8333333333333334
tikasimilarity/43.csv,tikasimilarity/34.csv,1.0
tikasimilarity/43.csv,tikasimilarity/35.csv,1.0
tikasimilarity/43.csv,tikasimilarity/21.csv,0.8333333333333334
tikasimilarity/43.csv,tikasimilarity/25.csv,0.8333333333333334
tikasimilarity/43.csv,tikasimilarity/31.csv,0.8333333333333334
tikasimilarity/43.csv,tikasimilarity/19.csv,0.6555555555555557
tikasimilarity/43.csv,tikasimilarity/18.csv,0.8333333333333334
tikasimilarity/43.csv,tikasimilarity/30.csv,1.0
tikasimilarity/43.csv,tikasimilarity/24.csv,0.8333333333333334
tikasimilarity/43.csv,tikasimilarity/32.csv,1.0
tikasimilarity/43.csv,tikasimilarity/26.csv,0.8333333333333334
tikasimilarity/43.csv,tikasimilarity/27.csv,1.0
tikasimilarity/43.csv,tikasimilarity/33.csv,0.8333333333333334
tikasimilarity/43.csv,tikasimilarity/16.csv,0.8333333333333334
tikasimilarity/43.csv,tikasimilarity/17.csv,1.0
tikasimilarity/43.csv,tikasimilarity/29.csv,0.8333333333333334
tikasimilarity/43.csv,tikasimilarity/15.csv,0.8333333333333334
tikasimilarity/43.csv,tikasimilarity/14.csv,1.0
tikasimilarity/43.csv,tikasimilarity/28.csv,1.0
tikasimilarity/43.csv,tikasimilarity/10.csv,0.8333333333333334
tikasimilarity/43.csv,tikasimilarity/38.csv,0.8333333333333334
tikasimilarity/43.csv,tikasimilarity/39.csv,0.8333333333333334
tikasimilarity/43.csv,tikasimilarity/11.csv,0.8333333333333334
tikasimilarity/43.csv,tikasimilarity/13.csv,0.8333333333333334
tikasimilarity/43.csv,tikasimilarity/12.csv,1.0
tikasimilarity/43.csv,tikasimilarity/49.csv,0.8333333333333334
tikasimilarity/43.csv,tikasimilarity/48.csv,1.0
tikasimilarity/43.csv,tikasimilarity/9.csv,0.8333333333333334
tikasimilarity/43.csv,tikasimilarity/8.csv,0.8333333333333334
tikasimilarity/5.csv,tikasimilarity/4.csv,0.8333333333333334
tikasimilarity/5.csv,tikasimilarity/42.csv,0.6555555555555557
tikasimilarity/5.csv,tikasimilarity/46.csv,0.6555555555555557
tikasimilarity/5.csv,tikasimilarity/1.csv,0.8333333333333334
tikasimilarity/5.csv,tikasimilarity/47.csv,1.0
tikasimilarity/5.csv,tikasimilarity/3.csv,0.8333333333333334
tikasimilarity/5.csv,tikasimilarity/45.csv,0.6555555555555557
tikasimilarity/5.csv,tikasimilarity/44.csv,0.6555555555555557
tikasimilarity/5.csv,tikasimilarity/50.csv,0.8333333333333334
tikasimilarity/5.csv,tikasimilarity/2.csv,0.6555555555555557
tikasimilarity/5.csv,tikasimilarity/37.csv,1.0
tikasimilarity/5.csv,tikasimilarity/23.csv,1.0
tikasimilarity/5.csv,tikasimilarity/22.csv,0.8333333333333334
tikasimilarity/5.csv,tikasimilarity/36.csv,0.8222222222222222
tikasimilarity/5.csv,tikasimilarity/20.csv,1.0
tikasimilarity/5.csv,tikasimilarity/34.csv,0.8333333333333334
tikasimilarity/5.csv,tikasimilarity/35.csv,0.8333333333333334
tikasimilarity/5.csv,tikasimilarity/21.csv,0.8333333333333334
tikasimilarity/5.csv,tikasimilarity/25.csv,0.8333333333333334
tikasimilarity/5.csv,tikasimilarity/31.csv,1.0
tikasimilarity/5.csv,tikasimilarity/19.csv,0.8222222222222222
tikasimilarity/5.csv,tikasimilarity/18.csv,1.0
tikasimilarity/5.csv,tikasimilarity/30.csv,1.0
tikasimilarity/5.csv,tikasimilarity/24.csv,0.8333333333333334
tikasimilarity/5.csv,tikasimilarity/32.csv,1.0
tikasimilarity/5.csv,tikasimilarity/26.csv,1.0
tikasimilarity/5.csv,tikasimilarity/27.csv,0.8333333333333334
tikasimilarity/5.csv,tikasimilarity/33.csv,0.8333333333333334
tikasimilarity/5.csv,tikasimilarity/16.csv,0.8333333333333334
tikasimilarity/5.csv,tikasimilarity/17.csv,1.0
tikasimilarity/5.csv,tikasimilarity/29.csv,1.0
tikasimilarity/5.csv,tikasimilarity/15.csv,1.0
tikasimilarity/5.csv,tikasimilarity/14.csv,0.8333333333333334
tikasimilarity/5.csv,tikasimilarity/28.csv,1.0
tikasimilarity/5.csv,tikasimilarity/10.csv,1.0
tikasimilarity/5.csv,tikasimilarity/38.csv,0.8333333333333334
tikasimilarity/5.csv,tikasimilarity/39.csv,1.0
tikasimilarity/5.csv,tikasimilarity/11.csv,0.8333333333333334
tikasimilarity/5.csv,tikasimilarity/13.csv,1.0
tikasimilarity/5.csv,tikasimilarity/12.csv,0.8333333333333334
tikasimilarity/5.csv,tikasimilarity/49.csv,1.0
tikasimilarity/5.csv,tikasimilarity/48.csv,0.8333333333333334
tikasimilarity/5.csv,tikasimilarity/9.csv,0.8333333333333334
tikasimilarity/5.csv,tikasimilarity/8.csv,0.8333333333333334
tikasimilarity/4.csv,tikasimilarity/42.csv,0.8222222222222222
tikasimilarity/4.csv,tikasimilarity/46.csv,0.8222222222222222
tikasimilarity/4.csv,tikasimilarity/1.csv,0.8333333333333334
tikasimilarity/4.csv,tikasimilarity/47.csv,0.8333333333333334
tikasimilarity/4.csv,tikasimilarity/3.csv,0.8333333333333334
tikasimilarity/4.csv,tikasimilarity/45.csv,0.6555555555555557
tikasimilarity/4.csv,tikasimilarity/44.csv,0.6555555555555557
tikasimilarity/4.csv,tikasimilarity/50.csv,0.8333333333333334
tikasimilarity/4.csv,tikasimilarity/2.csv,0.6555555555555557
tikasimilarity/4.csv,tikasimilarity/37.csv,1.0
tikasimilarity/4.csv,tikasimilarity/23.csv,0.8333333333333334
tikasimilarity/4.csv,tikasimilarity/22.csv,1.0
tikasimilarity/4.csv,tikasimilarity/36.csv,0.6555555555555557
tikasimilarity/4.csv,tikasimilarity/20.csv,1.0
tikasimilarity/4.csv,tikasimilarity/34.csv,1.0
tikasimilarity/4.csv,tikasimilarity/35.csv,1.0
tikasimilarity/4.csv,tikasimilarity/21.csv,1.0
tikasimilarity/4.csv,tikasimilarity/25.csv,0.8333333333333334
tikasimilarity/4.csv,tikasimilarity/31.csv,1.0
tikasimilarity/4.csv,tikasimilarity/19.csv,0.6555555555555557
tikasimilarity/4.csv,tikasimilarity/18.csv,0.8333333333333334
tikasimilarity/4.csv,tikasimilarity/30.csv,0.8333333333333334
tikasimilarity/4.csv,tikasimilarity/24.csv,1.0
tikasimilarity/4.csv,tikasimilarity/32.csv,0.8333333333333334
tikasimilarity/4.csv,tikasimilarity/26.csv,0.8333333333333334
tikasimilarity/4.csv,tikasimilarity/27.csv,0.8333333333333334
tikasimilarity/4.csv,tikasimilarity/33.csv,0.8333333333333334
tikasimilarity/4.csv,tikasimilarity/16.csv,1.0
tikasimilarity/4.csv,tikasimilarity/17.csv,1.0
tikasimilarity/4.csv,tikasimilarity/29.csv,0.8333333333333334
tikasimilarity/4.csv,tikasimilarity/15.csv,0.8333333333333334
tikasimilarity/4.csv,tikasimilarity/14.csv,0.8333333333333334
tikasimilarity/4.csv,tikasimilarity/28.csv,1.0
tikasimilarity/4.csv,tikasimilarity/10.csv,0.8333333333333334
tikasimilarity/4.csv,tikasimilarity/38.csv,1.0
tikasimilarity/4.csv,tikasimilarity/39.csv,1.0
tikasimilarity/4.csv,tikasimilarity/11.csv,1.0
tikasimilarity/4.csv,tikasimilarity/13.csv,1.0
tikasimilarity/4.csv,tikasimilarity/12.csv,0.8333333333333334
tikasimilarity/4.csv,tikasimilarity/49.csv,0.8333333333333334
tikasimilarity/4.csv,tikasimilarity/48.csv,1.0
tikasimilarity/4.csv,tikasimilarity/9.csv,1.0
tikasimilarity/4.csv,tikasimilarity/8.csv,0.8333333333333334
tikasimilarity/42.csv,tikasimilarity/46.csv,1.0
tikasimilarity/42.csv,tikasimilarity/1.csv,0.6555555555555557
tikasimilarity/42.csv,tikasimilarity/47.csv,0.8222222222222222
tikasimilarity/42.csv,tikasimilarity/3.csv,0.6555555555555557
tikasimilarity/42.csv,tikasimilarity/45.csv,1.0
tikasimilarity/42.csv,tikasimilarity/44.csv,1.0
tikasimilarity/42.csv,tikasimilarity/50.csv,0.8222222222222222
tikasimilarity/42.csv,tikasimilarity/2.csv,1.0
tikasimilarity/42.csv,tikasimilarity/37.csv,0.8222222222222222
tikasimilarity/42.csv,tikasimilarity/23.csv,0.8222222222222222
tikasimilarity/42.csv,tikasimilarity/22.csv,0.6555555555555557
tikasimilarity/42.csv,tikasimilarity/36.csv,0.8333333333333334
tikasimilarity/42.csv,tikasimilarity/20.csv,0.8222222222222222
tikasimilarity/42.csv,tikasimilarity/34.csv,0.6555555555555557
tikasimilarity/42.csv,tikasimilarity/35.csv,0.6555555555555557
tikasimilarity/42.csv,tikasimilarity/21.csv,0.6555555555555557
tikasimilarity/42.csv,tikasimilarity/25.csv,0.6555555555555557
tikasimilarity/42.csv,tikasimilarity/31.csv,0.8222222222222222
tikasimilarity/42.csv,tikasimilarity/19.csv,1.0
tikasimilarity/42.csv,tikasimilarity/18.csv,0.6555555555555557
tikasimilarity/42.csv,tikasimilarity/30.csv,0.6555555555555557
tikasimilarity/42.csv,tikasimilarity/24.csv,0.8222222222222222
tikasimilarity/42.csv,tikasimilarity/32.csv,0.6555555555555557
tikasimilarity/42.csv,tikasimilarity/26.csv,0.8222222222222222
tikasimilarity/42.csv,tikasimilarity/27.csv,0.6555555555555557
tikasimilarity/42.csv,tikasimilarity/33.csv,0.8222222222222222
tikasimilarity/42.csv,tikasimilarity/16.csv,0.6555555555555557
tikasimilarity/42.csv,tikasimilarity/17.csv,0.8222222222222222
tikasimilarity/42.csv,tikasimilarity/29.csv,0.6555555555555557
tikasimilarity/42.csv,tikasimilarity/15.csv,0.8222222222222222
tikasimilarity/42.csv,tikasimilarity/14.csv,0.8222222222222222
tikasimilarity/42.csv,tikasimilarity/28.csv,0.6555555555555557
tikasimilarity/42.csv,tikasimilarity/10.csv,0.8222222222222222
tikasimilarity/42.csv,tikasimilarity/38.csv,0.6555555555555557
tikasimilarity/42.csv,tikasimilarity/39.csv,0.6555555555555557
tikasimilarity/42.csv,tikasimilarity/11.csv,0.6555555555555557
tikasimilarity/42.csv,tikasimilarity/13.csv,0.6555555555555557
tikasimilarity/42.csv,tikasimilarity/12.csv,0.6555555555555557
tikasimilarity/42.csv,tikasimilarity/49.csv,0.6555555555555557
tikasimilarity/42.csv,tikasimilarity/48.csv,0.8222222222222222
tikasimilarity/42.csv,tikasimilarity/9.csv,0.6555555555555557
tikasimilarity/42.csv,tikasimilarity/8.csv,0.8222222222222222
tikasimilarity/46.csv,tikasimilarity/1.csv,0.8222222222222222
tikasimilarity/46.csv,tikasimilarity/47.csv,0.8222222222222222
tikasimilarity/46.csv,tikasimilarity/3.csv,0.8222222222222222
tikasimilarity/46.csv,tikasimilarity/45.csv,1.0
tikasimilarity/46.csv,tikasimilarity/44.csv,1.0
tikasimilarity/46.csv,tikasimilarity/50.csv,0.8222222222222222
tikasimilarity/46.csv,tikasimilarity/2.csv,0.8333333333333334
tikasimilarity/46.csv,tikasimilarity/37.csv,0.8222222222222222
tikasimilarity/46.csv,tikasimilarity/23.csv,0.8222222222222222
tikasimilarity/46.csv,tikasimilarity/22.csv,0.8222222222222222
tikasimilarity/46.csv,tikasimilarity/36.csv,1.0
tikasimilarity/46.csv,tikasimilarity/20.csv,0.6555555555555557
tikasimilarity/46.csv,tikasimilarity/34.csv,0.8222222222222222
tikasimilarity/46.csv,tikasimilarity/35.csv,0.8222222222222222
tikasimilarity/46.csv,tikasimilarity/21.csv,0.6555555555555557
tikasimilarity/46.csv,tikasimilarity/25.csv,0.8222222222222222
tikasimilarity/46.csv,tikasimilarity/31.csv,0.6555555555555557
tikasimilarity/46.csv,tikasimilarity/19.csv,0.8333333333333334
tikasimilarity/46.csv,tikasimilarity/18.csv,0.8222222222222222
tikasimilarity/46.csv,tikasimilarity/30.csv,0.8222222222222222
tikasimilarity/46.csv,tikasimilarity/24.csv,0.6555555555555557
tikasimilarity/46.csv,tikasimilarity/32.csv,0.8222222222222222
tikasimilarity/46.csv,tikasimilarity/26.csv,0.8222222222222222
tikasimilarity/46.csv,tikasimilarity/27.csv,0.8222222222222222
tikasimilarity/46.csv,tikasimilarity/33.csv,0.8222222222222222
tikasimilarity/46.csv,tikasimilarity/16.csv,0.8222222222222222
tikasimilarity/46.csv,tikasimilarity/17.csv,0.8222222222222222
tikasimilarity/46.csv,tikasimilarity/29.csv,0.8222222222222222
tikasimilarity/46.csv,tikasimilarity/15.csv,0.8222222222222222
tikasimilarity/46.csv,tikasimilarity/14.csv,0.6555555555555557
tikasimilarity/46.csv,tikasimilarity/28.csv,0.6555555555555557
tikasimilarity/46.csv,tikasimilarity/10.csv,0.8222222222222222
tikasimilarity/46.csv,tikasimilarity/38.csv,0.6555555555555557
tikasimilarity/46.csv,tikasimilarity/39.csv,0.6555555555555557
tikasimilarity/46.csv,tikasimilarity/11.csv,0.6555555555555557
tikasimilarity/46.csv,tikasimilarity/13.csv,0.6555555555555557
tikasimilarity/46.csv,tikasimilarity/12.csv,0.8222222222222222
tikasimilarity/46.csv,tikasimilarity/49.csv,0.8222222222222222
tikasimilarity/46.csv,tikasimilarity/48.csv,0.6555555555555557
tikasimilarity/46.csv,tikasimilarity/9.csv,0.8222222222222222
tikasimilarity/46.csv,tikasimilarity/8.csv,0.8222222222222222
tikasimilarity/1.csv,tikasimilarity/47.csv,1.0
tikasimilarity/1.csv,tikasimilarity/3.csv,1.0
tikasimilarity/1.csv,tikasimilarity/45.csv,0.6555555555555557
tikasimilarity/1.csv,tikasimilarity/44.csv,0.6555555555555557
tikasimilarity/1.csv,tikasimilarity/50.csv,1.0
tikasimilarity/1.csv,tikasimilarity/2.csv,0.8222222222222222
tikasimilarity/1.csv,tikasimilarity/37.csv,0.8333333333333334
tikasimilarity/1.csv,tikasimilarity/23.csv,1.0
tikasimilarity/1.csv,tikasimilarity/22.csv,1.0
tikasimilarity/1.csv,tikasimilarity/36.csv,0.8222222222222222
tikasimilarity/1.csv,tikasimilarity/20.csv,1.0
tikasimilarity/1.csv,tikasimilarity/34.csv,1.0
tikasimilarity/1.csv,tikasimilarity/35.csv,0.8333333333333334
tikasimilarity/1.csv,tikasimilarity/21.csv,1.0
tikasimilarity/1.csv,tikasimilarity/25.csv,0.8333333333333334
tikasimilarity/1.csv,tikasimilarity/31.csv,1.0
